,user_id,number_of_ticks,date_created,chapter,book,numberofentriesofbook,numberofusersofbook,product_manning_id,user_owns_book,source,target,next_user,keep_edge
2463,-2076434140,14," ""2019-10-31 14:47:42""", chapter-2,nicieja2,152,34,838,1,"nicieja2,  chapter-2","nicieja2,  chapter-3",-2076434140.0,1.0
2467,-2076434140,8," ""2019-10-31 14:55:13""", chapter-3,nicieja2,152,34,838,1,"nicieja2,  chapter-3","nicieja2,  chapter-3",-2076434140.0,1.0
2465,-2076434140,13," ""2019-10-31 14:55:43""", chapter-3,nicieja2,152,34,838,1,"nicieja2,  chapter-3","nicieja2,  chapter-3",-2076434140.0,1.0
2468,-2076434140,33," ""2019-10-31 14:56:13""", chapter-3,nicieja2,152,34,838,1,"nicieja2,  chapter-3","nicieja2,  chapter-3",-2076434140.0,1.0
2464,-2076434140,5," ""2019-10-31 14:59:13""", chapter-3,nicieja2,152,34,838,1,"nicieja2,  chapter-3","nicieja2,  chapter-3",-2076434140.0,1.0
2466,-2076434140,1," ""2019-10-31 15:09:15""", chapter-3,nicieja2,152,34,838,1,"nicieja2,  chapter-3","nicieja2,  chapter-1",-2076434140.0,1.0
2469,-2076434140,1," ""2019-11-03 21:06:11""", chapter-1,nicieja2,152,34,838,1,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2076434140.0,1.0
2484,-2076360641,3," ""2019-10-24 05:48:06""", about-this-book,lacey,6,6,823,1,"lacey,  about-this-book","mcfedries,  about-this-book",-2076360641.0,1.0
2485,-2076360641,9," ""2019-10-24 05:49:23""", about-this-book,mcfedries,295,153,864,1,"mcfedries,  about-this-book","foulds2,  chapter-1",-2076360641.0,1.0
2472,-2076360641,1," ""2019-10-25 06:08:10""", chapter-1,foulds2,571,224,1249,0,"foulds2,  chapter-1","foulds2,  chapter-1",-2076360641.0,1.0
2473,-2076360641,2," ""2019-10-25 06:08:40""", chapter-1,foulds2,571,224,1249,0,"foulds2,  chapter-1","foulds2,  chapter-1",-2076360641.0,1.0
2474,-2076360641,1," ""2019-10-25 06:09:40""", chapter-1,foulds2,571,224,1249,0,"foulds2,  chapter-1","foulds2,  chapter-1",-2076360641.0,1.0
2475,-2076360641,1," ""2019-10-25 06:10:10""", chapter-1,foulds2,571,224,1249,0,"foulds2,  chapter-1","ponelat,  chapter-1",-2076360641.0,1.0
2476,-2076360641,2," ""2019-10-25 06:24:58""", chapter-1,ponelat,431,158,1115,0,"ponelat,  chapter-1","ponelat,  chapter-1",-2076360641.0,1.0
2477,-2076360641,1," ""2019-10-25 06:25:58""", chapter-1,ponelat,431,158,1115,0,"ponelat,  chapter-1","ponelat,  chapter-1",-2076360641.0,1.0
2478,-2076360641,1," ""2019-10-25 06:26:28""", chapter-1,ponelat,431,158,1115,0,"ponelat,  chapter-1","ponelat,  chapter-1",-2076360641.0,1.0
2479,-2076360641,1," ""2019-10-25 06:26:58""", chapter-1,ponelat,431,158,1115,0,"ponelat,  chapter-1","ponelat,  chapter-1",-2076360641.0,1.0
2480,-2076360641,1," ""2019-10-25 06:27:28""", chapter-1,ponelat,431,158,1115,0,"ponelat,  chapter-1","ponelat,  chapter-1",-2076360641.0,1.0
2481,-2076360641,1," ""2019-10-25 06:27:58""", chapter-1,ponelat,431,158,1115,0,"ponelat,  chapter-1","crane3,  about-this-book",-2076360641.0,1.0
2482,-2076360641,3," ""2019-10-29 09:06:47""", about-this-book,crane3,3,3,80,0,"crane3,  about-this-book","faella,  welcome",-2076360641.0,1.0
2486,-2076360641,1," ""2019-10-29 10:51:59""", welcome,faella,752,295,1114,1,"faella,  welcome","sonmez,  about-this-book",-2076360641.0,1.0
2483,-2076360641,1," ""2019-10-31 06:22:20""", about-this-book,sonmez,73,51,627,0,"sonmez,  about-this-book","johnsson,  about-this-book",-2076360641.0,1.0
2489,-2076127907,20," ""2019-11-18 05:45:36""", chapter-11,abernethy2,98,31,1092,0,"abernethy2,  chapter-11","abernethy2,  chapter-11",-2076127907.0,1.0
2498,-2075607102,2," ""2019-12-05 17:23:38""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2490,-2075607102,1," ""2019-12-05 17:24:08""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2491,-2075607102,1," ""2019-12-05 17:24:39""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2492,-2075607102,2," ""2019-12-05 17:25:08""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2493,-2075607102,4," ""2019-12-05 17:26:09""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2497,-2075607102,7," ""2019-12-05 17:28:09""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2494,-2075607102,2," ""2019-12-05 17:31:09""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2495,-2075607102,1," ""2019-12-05 17:32:09""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-2",-2075607102.0,1.0
2496,-2075607102,1," ""2019-12-05 17:34:12""", chapter-2,larocca,1081,419,1003,1,"larocca,  chapter-2","larocca,  chapter-1",-2075607102.0,1.0
2499,-2075607102,1," ""2019-12-05 17:36:52""", chapter-1,larocca,1081,419,1003,1,"larocca,  chapter-1","larocca,  chapter-1",-2075607102.0,1.0
2500,-2075607102,1," ""2019-12-05 17:37:21""", chapter-1,larocca,1081,419,1003,1,"larocca,  chapter-1","larocca,  chapter-1",-2075607102.0,1.0
2501,-2075607102,3," ""2019-12-05 17:37:52""", chapter-1,larocca,1081,419,1003,1,"larocca,  chapter-1","larocca,  chapter-1",-2075607102.0,1.0
2504,-2075247156,2," ""2019-10-21 05:40:24""", welcome,lemaire,1018,249,1156,1,"lemaire,  welcome","ingersoll,  about-this-book",-2075247156.0,1.0
2505,-2075247156,3," ""2019-10-21 05:42:31""", about-this-book,ingersoll,99,29,175,1,"ingersoll,  about-this-book","lemaire,  chapter-2",-2075247156.0,1.0
2508,-2075100110,1," ""2019-10-24 22:03:36""", chapter-3,stoneman,1904,359,1190,0,"stoneman,  chapter-3","stoneman,  chapter-1",-2075100110.0,1.0
2509,-2075100110,6," ""2019-10-24 22:03:56""", chapter-1,stoneman,1904,359,1190,0,"stoneman,  chapter-1","stoneman,  chapter-1",-2075100110.0,1.0
2510,-2075100110,9," ""2019-10-24 22:06:56""", chapter-1,stoneman,1904,359,1190,0,"stoneman,  chapter-1","stoneman,  chapter-1",-2075100110.0,1.0
2511,-2075100110,10," ""2019-10-24 22:11:26""", chapter-1,stoneman,1904,359,1190,0,"stoneman,  chapter-1","stoneman,  chapter-1",-2075100110.0,1.0
2513,-2075094790,1," ""2019-11-29 21:09:59""", about-this-book,zumel,156,74,543,1,"zumel,  about-this-book","kabacoff,  chapter-10",-2075094790.0,1.0
2515,-2074963687,1," ""2019-10-29 19:23:58""", chapter-9,skeet2,36,15,312,0,"skeet2,  chapter-9","skeet2,  chapter-9",-2074963687.0,1.0
2516,-2074963687,3," ""2019-10-29 19:24:28""", chapter-9,skeet2,36,15,312,0,"skeet2,  chapter-9","skeet2,  chapter-9",-2074963687.0,1.0
2517,-2074963687,2," ""2019-10-29 19:25:58""", chapter-9,skeet2,36,15,312,0,"skeet2,  chapter-9","skeet2,  chapter-9",-2074963687.0,1.0
2524,-2074753122,2," ""2019-11-25 13:26:06""", welcome,mcnamara,2533,461,880,0,"mcnamara,  welcome","larocca,  welcome",-2074753122.0,1.0
2519,-2074753122,1," ""2019-11-27 12:06:53""", welcome,larocca,1081,419,1003,0,"larocca,  welcome","faella,  welcome",-2074753122.0,1.0
2520,-2074753122,1," ""2019-11-27 12:08:59""", welcome,faella,752,295,1114,0,"faella,  welcome","rodger,  chapter-1",-2074753122.0,1.0
2521,-2074753122,2," ""2019-11-27 12:10:07""", chapter-1,rodger,250,93,734,0,"rodger,  chapter-1","rodger,  chapter-1",-2074753122.0,1.0
2522,-2074753122,2," ""2019-11-27 12:11:07""", chapter-1,rodger,250,93,734,0,"rodger,  chapter-1","rodger,  chapter-1",-2074753122.0,1.0
2525,-2074735375,1," ""2019-10-26 13:47:24""", welcome,larocca,1081,419,1003,0,"larocca,  welcome","samir,  chapter-1",-2074735375.0,1.0
2526,-2074735375,1," ""2019-10-26 13:59:09""", chapter-1,samir,295,160,912,0,"samir,  chapter-1","samir,  chapter-1",-2074735375.0,1.0
2527,-2074735375,3," ""2019-10-26 13:59:39""", chapter-1,samir,295,160,912,0,"samir,  chapter-1","larocca,  chapter-1",-2074735375.0,1.0
2528,-2074735375,3," ""2019-10-26 14:02:44""", chapter-1,larocca,1081,419,1003,0,"larocca,  chapter-1","larocca,  chapter-1",-2074735375.0,1.0
2529,-2074735375,1," ""2019-10-26 14:04:14""", chapter-1,larocca,1081,419,1003,0,"larocca,  chapter-1","larocca,  chapter-1",-2074735375.0,1.0
2530,-2074735375,1," ""2019-10-26 14:04:44""", chapter-1,larocca,1081,419,1003,0,"larocca,  chapter-1","larocca,  chapter-1",-2074735375.0,1.0
2531,-2074735375,7," ""2019-10-26 14:05:14""", chapter-1,larocca,1081,419,1003,0,"larocca,  chapter-1","larocca,  chapter-1",-2074735375.0,1.0
2532,-2074735375,1," ""2019-10-26 14:08:44""", chapter-1,larocca,1081,419,1003,0,"larocca,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2562,-2074735375,4," ""2019-10-29 12:33:17""", chapter-1,nicieja2,152,34,838,1,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2533,-2074735375,1," ""2019-10-29 12:37:32""", chapter-1,nicieja2,152,34,838,0,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2534,-2074735375,1," ""2019-10-29 12:38:02""", chapter-1,nicieja2,152,34,838,0,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2563,-2074735375,2," ""2019-10-29 12:38:33""", chapter-1,nicieja2,152,34,838,1,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2564,-2074735375,4," ""2019-10-29 12:39:02""", chapter-1,nicieja2,152,34,838,1,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2565,-2074735375,2," ""2019-10-29 12:40:33""", chapter-1,nicieja2,152,34,838,1,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2566,-2074735375,2," ""2019-10-29 12:41:03""", chapter-1,nicieja2,152,34,838,1,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2567,-2074735375,2," ""2019-10-29 12:41:32""", chapter-1,nicieja2,152,34,838,1,"nicieja2,  chapter-1","nicieja2,  chapter-1",-2074735375.0,1.0
2535,-2074735375,1," ""2019-10-29 12:42:03""", chapter-1,nicieja2,152,34,838,0,"nicieja2,  chapter-1","ellnestam,  about-this-book",-2074735375.0,1.0
2536,-2074735375,2," ""2019-10-29 12:47:15""", about-this-book,ellnestam,47,23,509,0,"ellnestam,  about-this-book","hammarberg,  chapter-1",-2074735375.0,1.0
2537,-2074735375,3," ""2019-10-29 12:51:54""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2538,-2074735375,3," ""2019-10-29 12:53:24""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2539,-2074735375,3," ""2019-10-29 12:54:54""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2540,-2074735375,3," ""2019-10-29 12:56:24""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2541,-2074735375,3," ""2019-10-29 12:57:54""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2542,-2074735375,3," ""2019-10-29 12:59:24""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2543,-2074735375,1," ""2019-10-29 13:00:54""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2544,-2074735375,5," ""2019-10-29 13:01:24""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2545,-2074735375,2," ""2019-10-29 13:03:54""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","hammarberg,  chapter-1",-2074735375.0,1.0
2546,-2074735375,1," ""2019-10-29 13:04:54""", chapter-1,hammarberg,117,24,489,0,"hammarberg,  chapter-1","osherove3,  about-this-book",-2074735375.0,1.0
2547,-2074735375,7," ""2019-10-29 13:06:55""", about-this-book,osherove3,151,47,728,0,"osherove3,  about-this-book","mcfedries,  about-this-book",-2074735375.0,1.0
2548,-2074735375,4," ""2019-10-29 13:12:14""", about-this-book,mcfedries,295,153,864,0,"mcfedries,  about-this-book","atencio3,  welcome",-2074735375.0,1.0
2549,-2074735375,1," ""2019-10-29 13:17:37""", welcome,atencio3,527,177,1056,0,"atencio3,  welcome","cdavis,  about-this-book",-2074735375.0,1.0
2550,-2074735375,1," ""2019-10-29 13:19:05""", about-this-book,cdavis,1455,362,855,0,"cdavis,  about-this-book","cdavis,  chapter-1",-2074735375.0,1.0
2551,-2074735375,3," ""2019-10-29 13:19:35""", chapter-1,cdavis,1455,362,855,0,"cdavis,  chapter-1","cdavis,  chapter-1",-2074735375.0,1.0
2552,-2074735375,4," ""2019-10-29 13:21:05""", chapter-1,cdavis,1455,362,855,0,"cdavis,  chapter-1","cdavis,  chapter-1",-2074735375.0,1.0
2553,-2074735375,2," ""2019-10-29 13:23:05""", chapter-1,cdavis,1455,362,855,0,"cdavis,  chapter-1","riscutia,  welcome",-2074735375.0,1.0
2554,-2074735375,3," ""2019-10-29 13:25:18""", welcome,riscutia,1263,429,1130,0,"riscutia,  welcome","hillard,  welcome",-2074735375.0,1.0
2555,-2074735375,1," ""2019-10-29 13:38:51""", welcome,hillard,1971,377,1085,0,"hillard,  welcome","hillard,  chapter-1",-2074735375.0,1.0
2556,-2074735375,1," ""2019-10-29 13:39:10""", chapter-1,hillard,1971,377,1085,0,"hillard,  chapter-1","hillard,  chapter-1",-2074735375.0,1.0
2557,-2074735375,1," ""2019-10-29 13:39:40""", chapter-1,hillard,1971,377,1085,0,"hillard,  chapter-1","fisher2,  welcome",-2074735375.0,1.0
2558,-2074735375,2," ""2019-10-29 13:44:49""", welcome,fisher2,345,82,936,0,"fisher2,  welcome","lerner,  welcome",-2074735375.0,1.0
2559,-2074735375,2," ""2019-10-29 13:58:32""", welcome,lerner,826,307,1006,0,"lerner,  welcome","nicieja2,  chapter-2",-2074735375.0,1.0
2560,-2074735375,1," ""2019-10-29 14:05:09""", chapter-2,nicieja2,152,34,838,1,"nicieja2,  chapter-2","nicieja2,  chapter-2",-2074735375.0,1.0
2568,-2074479722,1," ""2019-11-21 22:21:31""", welcome,yuen,946,396,1218,0,"yuen,  welcome","riscutia,  about-this-book",-2074479722.0,1.0
2569,-2074479722,1," ""2019-11-21 22:22:03""", about-this-book,riscutia,1263,429,1130,0,"riscutia,  about-this-book","elgendy,  chapter-2",-2074479722.0,1.0
2586,-2074479722,43," ""2019-11-21 22:24:16""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2570,-2074479722,1," ""2019-11-21 22:27:56""", chapter-2,elgendy,1502,232,1096,0,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2588,-2074479722,63," ""2019-11-21 22:48:22""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2595,-2074479722,62," ""2019-11-21 23:08:02""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2589,-2074479722,62," ""2019-11-21 23:16:05""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2591,-2074479722,18," ""2019-11-22 00:39:44""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2592,-2074479722,17," ""2019-11-22 00:40:14""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2590,-2074479722,17," ""2019-11-22 00:40:20""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2578,-2074479722,1," ""2019-11-22 00:41:20""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","elgendy,  chapter-3",-2074479722.0,1.0
2630,-2074479722,5," ""2019-11-22 00:41:33""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2593,-2074479722,14," ""2019-11-22 00:42:03""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2633,-2074479722,102," ""2019-11-22 00:46:33""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2631,-2074479722,32," ""2019-11-22 00:57:33""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2632,-2074479722,229," ""2019-11-22 01:33:05""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2596,-2074479722,86," ""2019-11-22 02:19:07""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2597,-2074479722,22," ""2019-11-22 02:19:37""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2601,-2074479722,7," ""2019-11-24 05:12:32""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2598,-2074479722,23," ""2019-11-24 05:13:03""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-3",-2074479722.0,1.0
2599,-2074479722,2," ""2019-11-24 05:14:02""", chapter-3,elgendy,1502,232,1096,1,"elgendy,  chapter-3","elgendy,  chapter-4",-2074479722.0,1.0
2610,-2074479722,7," ""2019-11-24 05:15:13""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","cai,  welcome",-2074479722.0,1.0
2579,-2074479722,1," ""2019-11-24 19:56:21""", welcome,cai,720,229,1093,1,"cai,  welcome","cai,  chapter-2",-2074479722.0,1.0
2582,-2074479722,31," ""2019-11-25 02:02:04""", chapter-2,cai,720,229,1093,1,"cai,  chapter-2","cai,  chapter-2",-2074479722.0,1.0
2580,-2074479722,17," ""2019-11-25 02:55:56""", chapter-2,cai,720,229,1093,1,"cai,  chapter-2","cai,  chapter-2",-2074479722.0,1.0
2587,-2074479722,40," ""2019-11-25 03:14:39""", chapter-2,cai,720,229,1093,1,"cai,  chapter-2","cai,  chapter-2",-2074479722.0,1.0
2581,-2074479722,2," ""2019-11-25 10:27:09""", chapter-2,cai,720,229,1093,1,"cai,  chapter-2","elgendy,  chapter-4",-2074479722.0,1.0
2605,-2074479722,30," ""2019-11-28 03:35:52""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2609,-2074479722,15," ""2019-11-28 03:37:08""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","cai,  chapter-2",-2074479722.0,1.0
2671,-2074479722,3," ""2019-11-28 03:47:57""", chapter-2,cai,720,229,1093,1,"cai,  chapter-2","elgendy,  chapter-2",-2074479722.0,1.0
2594,-2074479722,4," ""2019-11-28 19:45:23""", chapter-2,elgendy,1502,232,1096,1,"elgendy,  chapter-2","cai,  chapter-4",-2074479722.0,1.0
2585,-2074479722,16," ""2019-11-28 20:03:12""", chapter-4,cai,720,229,1093,1,"cai,  chapter-4","cai,  chapter-4",-2074479722.0,1.0
2583,-2074479722,1," ""2019-12-01 21:18:44""", chapter-4,cai,720,229,1093,1,"cai,  chapter-4","cai,  chapter-4",-2074479722.0,1.0
2584,-2074479722,1," ""2019-12-01 21:19:14""", chapter-4,cai,720,229,1093,1,"cai,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2600,-2074479722,3," ""2019-12-04 02:23:50""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2602,-2074479722,7," ""2019-12-04 02:26:21""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2603,-2074479722,7," ""2019-12-04 02:31:56""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2604,-2074479722,9," ""2019-12-04 02:34:26""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2606,-2074479722,45," ""2019-12-04 03:05:14""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2607,-2074479722,34," ""2019-12-04 03:43:43""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2611,-2074479722,19," ""2019-12-04 04:11:32""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-4",-2074479722.0,1.0
2608,-2074479722,1," ""2019-12-04 04:21:13""", chapter-4,elgendy,1502,232,1096,1,"elgendy,  chapter-4","elgendy,  chapter-5",-2074479722.0,1.0
2612,-2074479722,2," ""2019-12-04 04:22:21""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2613,-2074479722,7," ""2019-12-04 04:25:24""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2615,-2074479722,5," ""2019-12-04 04:28:55""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2614,-2074479722,15," ""2019-12-04 04:29:55""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2621,-2074479722,25," ""2019-12-04 04:41:32""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2617,-2074479722,49," ""2019-12-04 04:55:16""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2616,-2074479722,2," ""2019-12-04 04:55:46""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2619,-2074479722,23," ""2019-12-04 05:04:16""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2620,-2074479722,46," ""2019-12-04 05:07:54""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2618,-2074479722,9," ""2019-12-04 19:49:18""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-5",-2074479722.0,1.0
2622,-2074479722,12," ""2019-12-04 20:14:30""", chapter-5,elgendy,1502,232,1096,1,"elgendy,  chapter-5","elgendy,  chapter-7",-2074479722.0,1.0
2624,-2074479722,11," ""2019-12-04 20:26:20""", chapter-7,elgendy,1502,232,1096,1,"elgendy,  chapter-7","elgendy,  chapter-6",-2074479722.0,1.0
2643,-2074479722,2," ""2019-12-04 20:28:09""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2623,-2074479722,1," ""2019-12-04 20:28:33""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2634,-2074479722,2," ""2019-12-04 20:29:02""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2635,-2074479722,19," ""2019-12-04 20:40:46""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-7",-2074479722.0,1.0
2636,-2074479722,31," ""2019-12-04 21:08:30""", chapter-7,elgendy,1502,232,1096,1,"elgendy,  chapter-7","elgendy,  chapter-6",-2074479722.0,1.0
2629,-2074479722,20," ""2019-12-04 22:13:05""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2644,-2074479722,6," ""2019-12-05 00:39:35""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-7",-2074479722.0,1.0
2637,-2074479722,128," ""2019-12-05 01:28:36""", chapter-7,elgendy,1502,232,1096,1,"elgendy,  chapter-7","elgendy,  chapter-7",-2074479722.0,1.0
2639,-2074479722,25," ""2019-12-05 02:42:52""", chapter-7,elgendy,1502,232,1096,1,"elgendy,  chapter-7","elgendy,  chapter-7",-2074479722.0,1.0
2638,-2074479722,10," ""2019-12-05 02:54:25""", chapter-7,elgendy,1502,232,1096,1,"elgendy,  chapter-7","elgendy,  chapter-7",-2074479722.0,1.0
2625,-2074479722,1," ""2019-12-05 23:41:04""", chapter-7,elgendy,1502,232,1096,1,"elgendy,  chapter-7","elgendy,  chapter-6",-2074479722.0,1.0
2626,-2074479722,1," ""2019-12-08 20:54:37""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2627,-2074479722,1," ""2019-12-08 20:55:07""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2628,-2074479722,1," ""2019-12-09 19:54:41""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-8",-2074479722.0,1.0
2641,-2074479722,2," ""2019-12-09 20:49:57""", chapter-8,elgendy,1502,232,1096,1,"elgendy,  chapter-8","elgendy,  chapter-8",-2074479722.0,1.0
2642,-2074479722,12," ""2019-12-09 20:50:28""", chapter-8,elgendy,1502,232,1096,1,"elgendy,  chapter-8","elgendy,  chapter-8",-2074479722.0,1.0
2640,-2074479722,1," ""2019-12-09 20:50:58""", chapter-8,elgendy,1502,232,1096,1,"elgendy,  chapter-8","elgendy,  chapter-6",-2074479722.0,1.0
2645,-2074479722,4," ""2019-12-10 00:23:49""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2646,-2074479722,1," ""2019-12-10 00:25:52""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","elgendy,  chapter-6",-2074479722.0,1.0
2647,-2074479722,2," ""2019-12-10 03:50:52""", chapter-6,elgendy,1502,232,1096,1,"elgendy,  chapter-6","stevens2,  chapter-1",-2074479722.0,1.0
